嗚呼,ああ,aa,Ah!;Oh!;Alas!
茶の湯,ちゃのゆ,chanoyu,tea ceremony
茶碗,ちゃわん,chawan,rice bowl;tea cup;teacup
,ちゃん,chan,suffix for familiar (female) person
,ちゃんと,chanto,perfectly;properly;exactly
,ちやほや,chiyahoya,pamper;make a fuss of;spoil
中,ちゅう,chuu,medium;mediocre
注,ちゅう,chuu,annotation;explanatory note
中,ちゅう,chuu,medium;mediocre
中,ちゅう,chuu,medium;mediocre
中,ちゅう,chuu,medium;mediocre
注意,ちゅうい,chuui,caution;being careful;attention (heed);warning;advice
中央,ちゅうおう,chuuou,centre;central;center;middle
中間,ちゅうかん,chuukan,middle;midway;interim
昼間,ちゅうかん,chuukan,daytime;during the day
宙返り,ちゅうがえり,chuugaeri,somersault;looping-the-loop
中学,ちゅうがく,chuugaku,middle school;junior high school
中継,ちゅうけい,chuukei,relay;hook-up
仲間,ちゅうげん,chuugen,samurai's attendant;footman
中古,ちゅうこ,chuuko,1.  used;second-hand;old; 2.  Middle Ages
忠告,ちゅうこく,chuukoku,advice;warning
中止,ちゅうし,chuushi,suspension;stoppage;discontinuance;interruption
中指,ちゅうし,chuushi,middle finger
注射,ちゅうしゃ,chuusha,injection
駐車,ちゅうしゃ,chuusha,parking (e.g. car)
中傷,ちゅうしょう,chuushou,slander;libel;defamation
抽象,ちゅうしょう,chuushou,abstract
昼食,ちゅうしょく,chuushoku,lunch;midday meal
中心,ちゅうしん,chuushin,center;core;heart;pivot;emphasis;balance
忠実,ちゅうじつ,chuujitsu,fidelity;faithfulness
中旬,ちゅうじゅん,chuujyun,second third of a month
中枢,ちゅうすう,chuusuu,centre;pivot;mainstay;nucleus;backbone;central figure;pillar;key man
中世,ちゅうせい,chuusei,Middle Ages;mediaeval times
中性,ちゅうせい,chuusei,neuter gender;neutral (chem.);indifference;sterility
抽選,ちゅうせん,chuusen,lottery;raffle;drawing (of lots)
中断,ちゅうだん,chuudan,interruption;suspension;break
中腹,ちゅうっぱら,chuuppara,irritated;offended
中途,ちゅうと,chuuto,in the middle;half-way
中毒,ちゅうどく,chuudoku,poisoning
仲人,ちゅうにん,chuunin,go-between;matchmaker
中年,ちゅうねん,chuunen,middle-aged
昼飯,ちゅうはん,chuuhan,lunch;midday meal
注目,ちゅうもく,chuumoku,notice;attention;observation
注文,ちゅうもん,chuumon,order;request
中立,ちゅうりつ,chuuritsu,neutrality
中和,ちゅうわ,chuuwa,neutralize;counteract
腸,ちょう,chou,guts;bowels;intestines
蝶,ちょう,chou,butterfly
超,ちょう,chou,super-;ultra-;hyper-
庁,ちょう,chou,government office
調印,ちょういん,chouin,signature;sign;sealing
超過,ちょうか,chouka,excess;being more than
聴覚,ちょうかく,choukaku,the sense of hearing
長官,ちょうかん,choukan,chief;(government) secretary
長期,ちょうき,chouki,long time period
聴講,ちょうこう,choukou,lecture attendance;auditing
彫刻,ちょうこく,choukoku,carving;engraving;sculpture
調査,ちょうさ,chousa,investigation;examination;inquiry;survey
調子,ちょうし,choushi,tune;tone;key;pitch;time;rhythm;vein;mood;way;manner;style;knack;condition;state of health;strain;impetus;spur of the moment;trend
徴収,ちょうしゅう,choushuu,collection;levy
長所,ちょうしょ,chousho,strong point
聴診器,ちょうしんき,choushinki,stethoscope
長女,ちょうじょ,choujyo,eldest daughter
頂上,ちょうじょう,choujyou,top;summit;peak
調整,ちょうせい,chousei,regulation;adjustment;tuning
調節,ちょうせつ,chousetsu,regulation;adjustment;control
挑戦,ちょうせん,chousen,challenge;defiance
長短,ちょうたん,choutan,length;long and short;+-
長大,ちょうだい,choudai,very long;great length
調停,ちょうてい,choutei,arbitration;conciliation;mediation
頂点,ちょうてん,chouten,top;summit
恰度,ちょうど,choudo,just;right;exactly
長男,ちょうなん,chounan,eldest son
長編,ちょうへん,chouhen,long (e.g. novel  film)
長方形,ちょうほうけい,chouhoukei,rectangle;oblong
調味料,ちょうみりょう,choumiryou,condiment;seasoning
丁目,ちょうめ,choume,district of a town;city block (of irregular size)
調理,ちょうり,chouri,cooking
調和,ちょうわ,chouwa,harmony
貯金,ちょきん,chokin,(bank) savings
直後,ちょくご,chokugo,immediately following
直接,ちょくせつ,chokusetsu,direct;immediate;personal;firsthand
直線,ちょくせん,chokusen,straight line
直前,ちょくぜん,chokuzen,just before
,ちょくちょく,chokuchoku,often;frequently;now and then;occasionally
直通,ちょくつう,chokutsuu,direct communication
直面,ちょくめん,chokumen,confrontation
直流,ちょくりゅう,chokuryuu,direct current
著者,ちょしゃ,chosha,author;writer
著書,ちょしょ,chosho,literary work;book
貯蔵,ちょぞう,chozou,storage;preservation
貯蓄,ちょちく,chochiku,savings
直角,ちょっかく,chokkaku,right angle
直感,ちょっかん,chokkan,intuition
直径,ちょっけい,chokkei,diameter
一寸,ちょっと,choto,(ateji) (adv int) (uk) just a minute;a short time;a while;just a little;somewhat;easily;readily;rather
著名,ちょめい,chomei,well-known;noted;celebrated
散らかす,ちらかす,chirakasu,to scatter around;to leave untidy
散らかる,ちらかる,chirakaru,to be in disorder;to lie scattered around
散らす,ちらす,chirasu,to scatter;to disperse;to distribute
,ちらっと,chirato,at a glance;by accident
地理,ちり,chiri,geography
塵紙,ちりがみ,chirigami,tissue paper
塵取り,ちりとり,chiritori,dustpan
治療,ちりょう,chiryou,medical treatment
散る,ちる,chiru,to fall;to scatter (e.g. blossoms)
賃金,ちんぎん,chingin,wages
沈殿,ちんでん,chinden,precipitation;settlement
沈没,ちんぼつ,chinbotsu,sinking;foundering
沈黙,ちんもく,chinmoku,silence;reticence
陳列,ちんれつ,chinretsu,exhibition;display;show
,つい,tsui,just (now);quite (near);unintentionally;unconsciously;by mistake;against one's better judgement
追加,ついか,tsuika,addition;supplement;appendix
追及,ついきゅう,tsuikyuu,gaining on;carrying out;solving (crime)
追跡,ついせき,tsuiseki,pursuit
次いで,ついで,tsuide,next;secondly;subsequently
遂に,ついに,tsuini,finally;at last
追放,ついほう,tsuihou,exile;banishment
費やす,ついやす,tsuiyasu,to spend;to devote;to waste
墜落,ついらく,tsuiraku,falling;crashing
通,つう,tsuu,connoisseur;counter for letters
通過,つうか,tsuuka,passage through;passing
通貨,つうか,tsuuka,currency
痛感,つうかん,tsuukan,feeling keenly;fully realizing
通学,つうがく,tsuugaku,commuting to school
通勤,つうきん,tsuukin,commuting to work
通行,つうこう,tsuukou,passage;passing
通信,つうしん,tsuushin,correspondence;communication;news;signal
通常,つうじょう,tsuujyou,common;general;usually
通じる,つうじる,tsuujiru,to run to;to lead to;to communicate;to understand;to be well informed
痛切,つうせつ,tsuusetsu,keen;acute
通知,つうち,tsuuchi,notice;notification
通帳,つうちょう,tsuuchou,passbook
通訳,つうやく,tsuuyaku,interpretation
通用,つうよう,tsuuyou,popular use;circulation
通路,つうろ,tsuuro,passage;pathway
杖,つえ,tsue,cane
遣い,つかい,tsukai,mission;simple task;doing
使い道,つかいみち,tsukaimichi,use
使う,つかう,tsukau,to use;to handle;to manipulate;to employ;to need;to want;to spend;to consume;to speak (English);to practise (fencing);to take (one's lunch);to circulate (bad money)
仕える,つかえる,tsukaeru,to serve;to work for
司る,つかさどる,tsukasadoru,to rule;to govern;to administer
束の間,つかのま,tsukanoma,moment;brief time;brief;transient
捕まえる,つかまえる,tsukamaeru,to catch;to arrest;to seize
捕まる,つかまる,tsukamaru,to be caught;to be arrested
掴む,つかむ,tsukamu,to seize;to catch;to grasp;to grip;to grab;to hold;to catch hold of;to lay one's hands on
疲れ,つかれ,tsukare,tiredness;fatigue
疲れる,つかれる,tsukareru,to get tired;to tire
月,つき,tsuki,moon;month
月,つき,tsuki,moon;month
月,つき,tsuki,moon;month
付き,つき,tsuki,attached to;impression;sociality;appearance;furnished with;under;to
付き合い,つきあい,tsukiai,association;socializing;fellowship
付き合う,つきあう,tsukiau,to associate with;to keep company with;to get on with
突き当たり,つきあたり,tsukiatari,end (e.g. of street)
突き当たる,つきあたる,tsukiataru,to run into;to collide with
月並み,つきなみ,tsukinami,every month;common
尽きる,つきる,tsukiru,to be used up;to be run out;to be exhausted;to be consumed;to come to an end
次々,つぎつぎ,tsugitsugi,in succession;one by one
継ぎ目,つぎめ,tsugime,a joint;joining point
付く,つく,tsuku,to adjoin;to be attached;to adhere;to be connected with;to be dyed;to be stained;to be scarred;to be recorded;to start (fires);to follow;to become allied to;to accompany;to study with;to increase;to be added to
着く,つく,tsuku,to arrive at;to reach
就く,つく,tsuku,to settle in (place);to take (seat  position);to study (under teacher)
点く,つく,tsuku,to catch fire;(electricity) comes on
突く,つく,tsuku,1.  to thrust;to strike;to attack; 2.  to poke;to nudge;to pick at
吐く,つく,tsuku,1.  to breathe; 2.  to tell (lies); 3.  to vomit;to disgorge
机,つくえ,tsukue,desk
尽くす,つくす,tsukusu,to exhaust;to run out;to serve (a person);to befriend
作り,つくり,tsukuri,make-up;sliced raw fish
造り,つくり,tsukuri,make up;structure;physique
作る,つくる,tsukuru,to make;to create;to manufacture;to draw up;to write;to compose;to build;to coin;to cultivate;to organize;to establish;to make up (a face);to trim (a tree);to fabricate;to prepare (food);to commit (sin);to construct
造る,つくる,tsukuru,to make;to create;to manufacture;to draw up;to write;to compose;to build;to coin;to cultivate;to organize;to establish;to make up (a face);to trim (a tree);to fabricate;to prepare (food);to commit (sin);to construct
繕う,つくろう,tsukurou,to mend;to repair;to fix;to patch up;to darn;to tidy up;to adjust;to trim
接ぐ,つぐ,tsugu,to join;to piece together;to set (bones);to graft (trees)
継ぐ,つぐ,tsugu,to succeed
次ぐ,つぐ,tsugu,to rank next to;to come after
付け加える,つけくわえる,tsukekuwaeru,to add one thing to another
付ける,つける,tsukeru,to attach;to join;to stick;to glue;to fasten;to sew on;to furnish (a house with);to wear;to put on;to make an entry;to appraise;to set (a price);to apply (ointment);to bring alongside;to place (under guard or doctor);to follow;to shadow;to add;to append;t
着ける,つける,tsukeru,to arrive;to wear;to put on
点ける,つける,tsukeru,to turn on;to switch on;to light up
浸ける,つける,tsukeru,to dip in;to soak
漬ける,つける,tsukeru,to soak;to moisten;to pickle
告げる,つげる,tsugeru,to inform
都合,つごう,tsugou,circumstances;condition;convenience
辻褄,つじつま,tsujitsuma,coherence;consistency
伝える,つたえる,tsutaeru,to convey;to report;to transmit;to communicate;to tell;to impart;to propagate;to teach;to bequeath
伝わる,つたわる,tsutawaru,to be handed down;to be introduced;to be transmitted;to be circulated;to go along;to walk along
土,つち,tsuchi,earth;soil
土,つち,tsuchi,earth;soil
途中,つちゅう,tsuchuu,on the way;en route
突っ込む,つっこむ,tsukkomu,to plunge into;to go into deeply
突っ張る,つっぱる,tsupparu,to support;to become stiff;to become taut;to thrust (ones opponent);to stick to (ones opinion);to insist on
筒,つつ,tsutsu,pipe;tube
銃,つつ,tsutsu,gun
突く,つつく,tsutsuku,1.  to thrust;to strike;to attack; 2.  to poke;to nudge;to pick at
慎む,つつしむ,tsutsushimu,to be careful;to be chaste or discreet;to abstain or refrain
包み,つつみ,tsutsumi,bundle;package;parcel;bale
続き,つづき,tsuduki,sequel;continuation;(also suffix) continuation (in time and space);second series;succession;spell
続く,つづく,tsuduku,to be continued
続く,つづく,tsuduku,to be continued
続ける,つづける,tsudukeru,to continue;to keep up;to keep on
続ける,つづける,tsudukeru,to continue;to keep up;to keep on
伝言,つてごと,tsutegoto,verbal message;rumor;word
勤まる,つとまる,tsutomaru,to be fit for;to be equal to;to function properly
勤め,つとめ,tsutome,service;duty;business;Buddhist religious services
勤め先,つとめさき,tsutomesaki,place of work
努めて,つとめて,tsutomete,make an effort!;work hard!
勤める,つとめる,tsutomeru,to serve;to fill a post;to serve under;to exert oneself;to endeavor;to be diligent;to play (the part of);to work (for)
務める,つとめる,tsutomeru,to serve;to fill a post;to serve under;to exert oneself;to endeavor;to be diligent;to play (the part of);to work (for)
努める,つとめる,tsutomeru,to exert oneself;to make great effort;to try hard
綱,つな,tsuna,rope
繋がり,つながり,tsunagari,connection;link;relationship
繋がる,つながる,tsunagaru,to be tied together;to be connected to;to be related to
繋ぐ,つなぐ,tsunagu,to tie;to fasten;to connect;to transfer (phone call)
繋げる,つなげる,tsunageru,to connect
津波,つなみ,tsunami,tsunami;tidal wave
常に,つねに,tsuneni,always
抓る,つねる,tsuneru,to pinch
募る,つのる,tsunoru,to invite;to solicit help  participation  etc
唾,つば,tsuba,saliva;sputum
翼,つばさ,tsubasa,wings
粒,つぶ,tsubu,grain
潰す,つぶす,tsubusu,to smash;to waste
呟く,つぶやく,tsubuyaku,to mutter;to murmur
瞑る,つぶる,tsuburu,to close the eyes
潰れる,つぶれる,tsubureru,to be smashed;to go bankrupt
